Losses,Loans,EQC,Combined
2071830241.990636,1190537436.9435081,2023949029.0639472,1957083026.8466382
908850583.2625628,618666715.085146,876924036.5095831,850829284.2823796
884309830.9473369,606541539.3070699,852890847.0870411,829003350.2617694
325445392.70772696,325346001.6556574,295750763.8069721,325265071.73789096
2194752805.5098996,1251944774.8261344,2145403442.7467372,2068937239.448947
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
326160987.4481051,325707148.0298166,296465557.39470804,325405321.3810967
8371530788.022829,3793970749.996434,8007677130.8915615,7796837680.912751
1538985377.3798587,929215687.0369555,1497646702.9492376,1455888704.9083076
639852716.845781,484627603.9422631,609750513.1349425,606983667.99628
2145009423.8909814,1227258626.4887438,2096116112.5772293,2022501982.6471107
669360497.6956713,499208735.4167169,639205922.8125161,629570106.2032228
327601081.6681124,326438762.99284995,297904186.6498841,327048493.1268042
1113493142.0771096,717196755.6643891,1076467678.3027952,1030587211.4183984
2256925319.315027,1279413002.7668688,2206141047.0770144,2127148915.858619
2235373499.692239,1271701564.328259,2185106414.145433,2106497495.0789545
902697314.204477,615084274.9024657,870897567.3175153,845324863.8348224
5643395391.9718485,2767047912.2375536,5477712408.134347,5357995421.937491
6918081698.37096,3243943105.489783,6670058485.482506,6501707909.9592495
4208945207.874294,2193138723.79051,4114460440.671976,3992365949.165884
500657950.95060843,413988980.4618463,470735725.57275623,484373481.91182953
358633975.8960852,342186564.6115308,328895437.52577996,338644120.8568614
804731766.3897713,567348898.8295995,773785180.5998403,753594081.4475135
1488931728.437297,904254807.9508673,1448030817.5984473,1407352527.5360765
329185383.193215,327259701.6358468,299487366.56128764,328236533.75523007
931698698.712024,629701293.0421118,899143422.4192998,870235452.1789097
604889467.6232686,466828288.5810436,574830212.8667247,574924276.593395
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
565039930.9081839,446703830.7636504,535032906.7775263,542527351.5331771
538301858.1027344,433122377.3080245,508330698.7329381,521077457.3560167
9135274557.706894,4059132503.983849,8694066956.045994,8527453777.585385
325525535.3609874,325386387.88809,295830814.8999306,325265071.73789096
5645534131.726056,2762602645.7373295,5479829760.491013,5359568829.0300865
4803099464.307422,2432022078.21998,4672638674.498046,4543526732.517516
1092426080.9449744,708440311.0072137,1056386440.9871758,1012348042.1194357
331057604.6207717,328208003.75462025,301357596.552277,328889547.96698195
2794883295.9370418,1540811308.2170613,2737584761.18685,2669556871.436025
329228422.7662623,327283002.15696806,299530406.1343349,328293919.85262644
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
1605471271.8925643,961684475.9954318,1563311743.2215002,1521333558.6519978
579763645.7705669,454239552.09603524,549739776.0860525,556663674.2899398
645863718.015182,487468885.3689818,615749527.5697232,611034829.6478224
401429904.0071483,363813240.5433233,371632706.649872,382112703.90249425
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
488975340.16049755,408064342.1053955,459068052.2800049,473155129.73434794
3409831744.460254,1834890002.5632288,3341850537.942069,3277060070.6495233
3465958072.894793,1859274227.4711466,3396671050.0858984,3332028761.3026037
326341308.41794115,325798017.0527901,296645672.35386467,325525535.3609874
909752188.1117429,618820372.8343164,877824611.3053662,851590639.488354
483635539.1082497,405363902.582253,453734447.2953084,467956073.03304195
537017408.6061729,432576517.1515735,507050220.4034592,519905816.3349168
18984756357.915966,7068669920.752291,16949570966.847275,18011690847.640713
3127715812.824656,1701010549.4909332,3065480523.0342093,2997051590.190366
726911675.8352512,528221084.31006265,696667851.9643945,681185266.2205185
728573151.7671969,528970773.1845882,698328068.9421885,682245672.253011
5109218373.744012,2563836885.1069365,4966804773.217437,4833863776.656057
503832935.5471232,415620730.73069817,473906504.07693034,487703087.27367073
2651009581.5074787,1471964792.400815,2595184648.9843807,2516470615.087978
2123404147.6368341,1216181663.5523942,2074922780.9945233,2001767430.441008
2177982038.0253034,1241102816.1601667,2128664989.4991937,2052509705.167751
639852716.845781,484604705.24442047,609750513.1349425,606983667.99628
1775350072.2313533,1045552699.477502,1732234771.3610213,1685822857.178754
3578852143.7079954,1914238400.5237098,3507374738.0481234,3434862748.771833
388213218.3341648,357102942.90097517,358433078.4671983,366526565.8728368
2394111720.282172,1347122116.225661,2341282708.5909433,2252620445.173677
680004545.1503191,504483679.2974862,649834375.1619254,640008224.326133
828704740.3583155,578748397.8956965,797363243.3138186,774800666.1797901
651416683.8456018,490446116.276132,621292412.5364467,615589000.2723762
4043600323.0612245,2126428739.7703905,3956307870.438839,3847729438.8188896
3881803697.9472938,2052878975.7625232,3799846414.541387,3711044718.7520256
3165104048.763635,1717118521.7770903,3101965033.1134305,3033989245.2416215
356012866.2644797,340879503.4106232,326280840.20259017,337301731.41474885
326241130.10136557,325747534.26224923,296545608.48766655,325465428.3710421
6993494877.80386,3265707380.4632545,6740613716.969579,6571267760.672849
1162764548.2092695,741582256.7032071,1125304595.7691457,1077904419.6877394
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
4862039227.64377,2455774834.4772425,4728526179.569225,4603489653.513765
16447213720.171913,6335361625.636817,14789577512.34123,15648837266.992521
373888510.77972305,349876157.44097126,344126036.36948466,352279131.57504207
3205300793.8750396,1737414510.1831827,3140965758.143474,3073657765.614596
326401415.4078865,325828306.72711456,296705710.67358357,325545571.02430254
603505596.9833493,466126193.2199227,573448166.2899384,573965038.2929504
3272423259.79225,1770116730.450406,3207230196.6671844,3141347245.9797344
549164740.1171124,438605415.9650106,519178337.8118527,530718106.60821176
755546950.1743919,542270636.1021441,725142734.9609511,706752157.7862958
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
3212391170.080065,1740783976.029495,3147894333.0492682,3079033905.4504304
709231823.669957,519157082.2732723,679012310.1102508,664423487.7768115
351674326.31107825,338685088.20588744,321948407.97460884,335515589.1332866
2573749739.046364,1434785507.0246196,2519356377.2144356,2437995831.8288317
13635913366.877157,5458839974.038498,12403390440.032469,12952925661.802866
840465907.4287685,584446381.1286389,809106826.323496,786747700.1979971
2177501182.1057405,1241046959.9164612,2128184682.9414425,2051880476.3542807
24264547895.213726,8436431369.306316,21092289527.51885,23118175390.454243
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
1089468297.6424122,706275144.1017718,1053432427.4041631,1009476589.9311069
9747892055.208696,4279572088.7183046,9247980312.770712,9115039376.960356
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
341900460.2782056,333692762.6706756,312187922.73415524,330281655.53658026
891746347.8153468,610188024.5138727,859957296.0721964,836054172.271613
2071830241.990636,1190879725.3359306,2023949029.0639472,1957083026.8466382
908850583.2625628,618870803.6412729,876924036.5095831,850829284.2823796
884309830.9473369,606766561.1167405,852890847.0870411,829003350.2617694
325445392.70772696,325346001.6556574,295750763.8069721,325265071.73789096
2194752805.5098996,1250785899.214956,2145403442.7467372,2068937239.448947
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
326160987.4481051,325707148.0298166,296465557.39470804,325405321.3810967
8371530788.022829,3791167774.562547,8007677130.8915615,7796837680.912751
1538985377.3798587,928231189.5644615,1497646702.9492376,1455888704.9083076
639852716.845781,484702264.929006,609750513.1349425,606983667.99628
2145009423.8909814,1226179067.530732,2096116112.5772293,2022501982.6471107
669360497.6956713,499385960.1062442,639205922.8125161,629570106.2032228
327601081.6681124,326438762.99284995,297904186.6498841,327048493.1268042
1113493142.0771096,717632757.5182582,1076467678.3027952,1030587211.4183984
2256925319.315027,1282878471.7688754,2206141047.0770144,2127148915.858619
2235373499.692239,1271124815.8477716,2185106414.145433,2106497495.0789545
902697314.204477,615569078.4457612,870897567.3175153,845324863.8348224
5643395391.9718485,2765842329.1208405,5477712408.134347,5357995421.937491
6918081698.37096,3245842407.3920236,6670058485.482506,6501707909.9592495
4208945207.874294,2195424031.9879284,4114460440.671976,3992365949.165884
500657950.95060843,413988980.4618463,470735725.57275623,484373481.91182953
358633975.8960852,342186564.6115308,328895437.52577996,338644120.8568614
804731766.3897713,566911858.1262884,773785180.5998403,753594081.4475135
1488931728.437297,904107830.9506729,1448030817.5984473,1407352527.5360765
329185383.193215,327259701.6358468,299487366.56128764,328236533.75523007
931698698.712024,629823716.8688391,899143422.4192998,870235452.1789097
604889467.6232686,466942782.07025725,574830212.8667247,574924276.593395
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
565039930.9081839,446726729.4614932,535032906.7775263,542527351.5331771
538301858.1027344,433122377.3080245,508330698.7329381,521077457.3560167
9135274557.706894,4063199637.851846,8694066956.045994,8527453777.585385
325525535.3609874,325386387.88809,295830814.8999306,325265071.73789096
5645534131.726056,2763270295.4085784,5479829760.491013,5359568829.0300865
4803099464.307422,2431501585.0549307,4672638674.498046,4543526732.517516
1092426080.9449744,707722752.2367781,1056386440.9871758,1012348042.1194357
331057604.6207717,328208003.75462025,301357596.552277,328889547.96698195
2794883295.9370418,1544192342.499072,2737584761.18685,2669556871.436025
329228422.7662623,327283002.15696806,299530406.1343349,328293919.85262644
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
1605471271.8925643,961207833.9898527,1563311743.2215002,1521333558.6519978
579763645.7705669,454239552.0960353,549739776.0860525,556663674.2899398
645863718.015182,487583378.8581955,615749527.5697232,611034829.6478224
401429904.0071483,363813240.5433233,371632706.649872,382112703.90249425
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
488975340.16049755,408064342.1053955,459068052.2800049,473155129.73434794
3409831744.460254,1835432336.368595,3341850537.942069,3277060070.6495233
3465958072.894793,1859402005.4618936,3396671050.0858984,3332028761.3026037
326341308.41794115,325798017.0527901,296645672.35386467,325525535.3609874
909752188.1117429,619087192.5907569,877824611.3053662,851590639.488354
483635539.1082497,405363902.582253,453734447.2953084,467956073.03304195
537017408.6061729,432530719.75588804,507050220.4034592,519905816.3349168
18984756357.915966,7079401080.475805,16949570966.847275,18011690847.640713
3127715812.824656,1699642621.8967547,3065480523.0342093,2997051590.190366
726911675.8352512,528152388.2165345,696667851.9643945,681185266.2205185
728573151.7671969,528947874.4867455,698328068.9421885,682245672.253011
5109218373.744012,2559276376.000882,4966804773.217437,4833863776.656057
503832935.5471232,415620730.73069817,473906504.07693034,487703087.27367073
2651009581.5074787,1469833769.2238896,2595184648.9843807,2516470615.087978
2123404147.6368341,1215700479.9290223,2074922780.9945233,2001767430.441008
2177982038.0253034,1241485173.1522505,2128664989.4991937,2052509705.167751
639852716.845781,484564872.7419495,609750513.1349425,606983667.99628
1775350072.2313533,1045587759.1619769,1732234771.3610213,1685822857.178754
3578852143.7079954,1913143063.7620838,3507374738.0481234,3434862748.771833
388213218.3341648,357102942.90097517,358433078.4671983,366526565.8728368
2394111720.282172,1345877493.5647542,2341282708.5909433,2252620445.173677
680004545.1503191,504621071.48454267,649834375.1619254,640008224.326133
828704740.3583155,578918618.8425671,797363243.3138186,774800666.1797901
651416683.8456018,490491913.6718175,621292412.5364467,615589000.2723762
4043600323.0612245,2124227749.0361125,3956307870.438839,3847729438.8188896
3881803697.9472938,2053349112.5000553,3799846414.541387,3711044718.7520256
3165104048.763635,1716376212.9131434,3101965033.1134305,3033989245.2416215
356012866.2644797,340879503.4106232,326280840.20259017,337301731.41474885
326241130.10136557,325747534.26224923,296545608.48766655,325465428.3710421
6993494877.80386,3270746480.4288964,6740613716.969579,6571267760.672849
1162764548.2092695,742211147.0015864,1125304595.7691457,1077904419.6877394
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
4862039227.64377,2455786647.4919653,4728526179.569225,4603489653.513765
16447213720.171913,6320641175.648435,14789577512.34123,15648837266.992521
373888510.77972305,349876157.44097126,344126036.36948466,352279131.57504207
3205300793.8750396,1738059757.8371546,3140965758.143474,3073657765.614596
326401415.4078865,325828306.72711456,296705710.67358357,325545571.02430254
603505596.9833493,466194889.313451,573448166.2899384,573965038.2929504
3272423259.79225,1769388433.9687598,3207230196.6671844,3141347245.9797344
549164740.1171124,438605415.96501064,519178337.8118527,530718106.60821176
755546950.1743919,542474724.6582711,725142734.9609511,706752157.7862958
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
3212391170.080065,1741110802.4839656,3147894333.0492682,3079033905.4504304
709231823.669957,519202879.66895777,679012310.1102508,664423487.7768115
351674326.31107825,338685088.20588744,321948407.97460884,335515589.1332866
2573749739.046364,1436977952.1750667,2519356377.2144356,2437995831.8288317
13635913366.877157,5455733894.875698,12403390440.032469,12952925661.802866
840465907.4287685,584719165.778294,809106826.323496,786747700.1979971
2177501182.1057405,1241976389.251748,2128184682.9414425,2051880476.3542807
24264547895.213726,8426382256.991361,21092289527.51885,23118175390.454243
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
1089468297.6424122,706241123.2667389,1053432427.4041631,1009476589.9311069
9747892055.208696,4285645395.168623,9247980312.770712,9115039376.960356
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
341900460.2782056,333692762.6706756,312187922.73415524,330281655.53658026
891746347.8153468,610577268.0970405,859957296.0721964,836054172.271613
2071830241.990636,1189674781.9517179,2023949029.0639472,1957083026.8466382
908850583.2625628,618548256.4271755,876924036.5095831,850829284.2823796
884309830.9473369,606205096.8622442,852890847.0870411,829003350.2617694
325445392.70772696,325346001.6556574,295750763.8069721,325265071.73789096
2194752805.5098996,1251428412.5726695,2145403442.7467372,2068937239.448947
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
326160987.4481051,325707148.0298166,296465557.39470804,325405321.3810967
8371530788.022829,3792739385.3887796,8007677130.8915615,7796837680.912751
1538985377.3798587,928551308.9338541,1497646702.9492376,1455888704.9083076
639852716.845781,484679366.23116326,609750513.1349425,606983667.99628
2145009423.8909814,1225582346.671717,2096116112.5772293,2022501982.6471107
669360497.6956713,499346127.60377336,639205922.8125161,629570106.2032228
327601081.6681124,326438762.99284995,297904186.6498841,327048493.1268042
1113493142.0771096,717724352.3096292,1076467678.3027952,1030587211.4183984
2256925319.315027,1282311889.4475496,2206141047.0770144,2127148915.858619
2235373499.692239,1270850415.8996384,2185106414.145433,2106497495.0789545
902697314.204477,615469553.3168766,870897567.3175153,845324863.8348224
5643395391.9718485,2765117466.467362,5477712408.134347,5357995421.937491
6918081698.37096,3239051830.659619,6670058485.482506,6501707909.9592495
4208945207.874294,2196053919.235528,4114460440.671976,3992365949.165884
500657950.95060843,413988980.4618463,470735725.57275623,484373481.91182953
358633975.8960852,342186564.6115308,328895437.52577996,338644120.8568614
804731766.3897713,567099012.8777871,773785180.5998403,753594081.4475135
1488931728.437297,904344403.0177805,1448030817.5984473,1407352527.5360765
329185383.193215,327259701.6358468,299487366.56128764,328236533.75523007
931698698.712024,630151190.126709,899143422.4192998,870235452.1789097
604889467.6232686,466896984.67457175,574830212.8667247,574924276.593395
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
565039930.9081839,446749628.159336,535032906.7775263,542527351.5331771
538301858.1027344,433191073.40155274,508330698.7329381,521077457.3560167
9135274557.706894,4064511559.061924,8694066956.045994,8527453777.585385
325525535.3609874,325386387.88809,295830814.8999306,325265071.73789096
5645534131.726056,2766543920.641535,5479829760.491013,5359568829.0300865
4803099464.307422,2431788624.495244,4672638674.498046,4543526732.517516
1092426080.9449744,708070197.873176,1056386440.9871758,1012348042.1194357
331057604.6207717,328208003.75462025,301357596.552277,328889547.96698195
2794883295.9370418,1540791256.0700617,2737584761.18685,2669556871.436025
329228422.7662623,327283002.15696806,299530406.1343349,328293919.85262644
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
1605471271.8925643,962283196.578905,1563311743.2215002,1521333558.6519978
579763645.7705669,454170856.0025071,549739776.0860525,556663674.2899398
645863718.015182,487674973.6495665,615749527.5697232,611034829.6478224
401429904.0071483,363813240.5433233,371632706.649872,382112703.90249425
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
488975340.16049755,408064342.1053955,459068052.2800049,473155129.73434794
3409831744.460254,1834106355.0499754,3341850537.942069,3277060070.6495233
3465958072.894793,1859797593.4672678,3396671050.0858984,3332028761.3026037
326341308.41794115,325798017.0527901,296645672.35386467,325525535.3609874
909752188.1117429,619540128.249254,877824611.3053662,851590639.488354
483635539.1082497,405363902.582253,453734447.2953084,467956073.03304195
537017408.6061729,432553618.45373076,507050220.4034592,519905816.3349168
18984756357.915966,7069284173.965428,16949570966.847275,18011690847.640713
3127715812.824656,1700652134.9431217,3065480523.0342093,2997051590.190366
726911675.8352512,528158353.1097491,696667851.9643945,681185266.2205185
728573151.7671969,529085266.6738019,698328068.9421885,682245672.253011
5109218373.744012,2562563464.312347,4966804773.217437,4833863776.656057
503832935.5471232,415620730.73069817,473906504.07693034,487703087.27367073
2651009581.5074787,1471990843.7211878,2595184648.9843807,2516470615.087978
2123404147.6368341,1215570358.7590294,2074922780.9945233,2001767430.441008
2177982038.0253034,1241411932.3379874,2128664989.4991937,2052509705.167751
639852716.845781,484679366.23116314,609750513.1349425,606983667.99628
1775350072.2313533,1045762521.7266406,1732234771.3610213,1685822857.178754
3578852143.7079954,1914444837.1560695,3507374738.0481234,3434862748.771833
388213218.3341648,357102942.90097517,358433078.4671983,366526565.8728368
2394111720.282172,1348523139.8540604,2341282708.5909433,2252620445.173677
680004545.1503191,504643970.1823853,649834375.1619254,640008224.326133
828704740.3583155,578509480.8552977,797363243.3138186,774800666.1797901
651416683.8456018,490245992.88876194,621292412.5364467,615589000.2723762
4043600323.0612245,2127754603.9374373,3956307870.438839,3847729438.8188896
3881803697.9472938,2053799121.8392377,3799846414.541387,3711044718.7520256
3165104048.763635,1716362548.8826182,3101965033.1134305,3033989245.2416215
356012866.2644797,340879503.4106232,326280840.20259017,337301731.41474885
326241130.10136557,325747534.26224923,296545608.48766655,325465428.3710421
6993494877.80386,3275069681.967011,6740613716.969579,6571267760.672849
1162764548.2092695,741774106.2982755,1125304595.7691457,1077904419.6877394
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
4862039227.64377,2459200383.5882425,4728526179.569225,4603489653.513765
16447213720.171913,6329795768.676141,14789577512.34123,15648837266.992521
373888510.77972305,349876157.44097126,344126036.36948466,352279131.57504207
3205300793.8750396,1736255900.0523663,3140965758.143474,3073657765.614596
326401415.4078865,325828306.72711456,296705710.67358357,325545571.02430254
603505596.9833493,466263585.4069792,573448166.2899384,573965038.2929504
3272423259.79225,1766928820.7100961,3207230196.6671844,3141347245.9797344
549164740.1171124,438651213.3606961,519178337.8118527,530718106.60821176
755546950.1743919,542326363.559801,725142734.9609511,706752157.7862958
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
3212391170.080065,1740046172.709137,3147894333.0492682,3079033905.4504304
709231823.669957,519117249.7708014,679012310.1102508,664423487.7768115
351674326.31107825,338685088.20588744,321948407.97460884,335515589.1332866
2573749739.046364,1435916098.5967188,2519356377.2144356,2437995831.8288317
13635913366.877157,5462308075.087966,12403390440.032469,12952925661.802866
840465907.4287685,584027313.0793978,809106826.323496,786747700.1979971
2177501182.1057405,1241808168.0293355,2128184682.9414425,2051880476.3542807
24264547895.213726,8430025730.57246,21092289527.51885,23118175390.454243
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
1089468297.6424122,705633861.6165572,1053432427.4041631,1009476589.9311069
9747892055.208696,4287458444.4756265,9247980312.770712,9115039376.960356
327366095.49342895,326316048.92121106,297669337.81565356,326742021.6842434
341900460.2782056,333692762.6706756,312187922.73415524,330281655.53658026
891746347.8153468,609951107.1979316,859957296.0721964,836054172.271613
2071830241.990636,1188790692.508698,2023949029.0639472,1957083026.8466382
908850583.2625628,618399895.3287055,876924036.5095831,850829284.2823796
884309830.9473369,606425080.3735572,852890847.0870411,829003350.2617694
325445392.70772696,325346001.6556574,295750763.8069721,325265071.73789096
2194752805.5098996,1252411757.1470907,2145403442.7467372,2068937239.448947
426236478.61696243,376334451.4591549,396406144.8707632,407730203.8004214
326160987.4481051,325707148.0298166,296465557.39470804,325405321.3810967
8371530788.022829,3796896252.2040567,8007677130.8915615,7796837680.912751
1538985377.3798587,928259821.9553158,1497646702.9492376,1455888704.9083076
639852716.845781,484587771.4397923,609750513.1349425,606983667.99628
2145009423.8909814,1224888956.648769,2096116112.5772293,2022501982.6471107
669360497.6956713,499248567.9191878,639205922.8125161,629570106.2032228
327601081.6681124,326438762.99284995,297904186.6498841,327048493.1268042
1113493142.0771096,717667586.0025301,1076467678.3027952,1030587211.4183984
2256925319.315027,1280005064.856519,2206141047.0770144,2127148915.858619
2235373499.692239,1269416332.3112216,2185106414.145433,2106497495.0789545
902697314.204477,615904594.2957301,870897567.3175153,845324863.8348224
5643395391.9718485,2763273064.6803074,5477712408.134347,5357995421.937491
6918081698.37096,3240341628.398996,6670058485.482506,6501707909.9592495
4208945207.874294,2194836085.1898704,4114460440.671976,3992365949.165884
500657950.95060843,413988980.4618463,470735725.57275623,484373481.91182953
358633975.8960852,342186564.6115308,328895437.52577996,338644120.8568614
804731766.3897713,566678905.9791042,773785180.5998403,753594081.4475135
1488931728.437297,904571966.7207862,1448030817.5984473,1407352527.5360765
329185383.193215,327259701.6358468,299487366.56128764,328236533.75523007
931698698.712024,629530033.2457991,899143422.4192998,870235452.1789097
604889467.6232686,466782491.18535805,574830212.8667247,574924276.593395
325245036.0745758,325245036.0745758,295550636.07457584,325245036.0745758
565039930.9081839,446703830.7636504,535032906.7775263,542527351.5331771
538301858.1027344,433168174.70371,508330698.7329381,521077457.3560167
9135274557.706894,4060279212.401263,8694066956.045994,8527453777.585385
325525535.3609874,325386387.88809,295830814.8999306,325265071.73789096
5645534131.726056,2760525693.748392,5479829760.491013,5359568829.0300865
4803099464.307422,2431453787.9347878,4672638674.498046,4543526732.517516
